2022-02-22 09:56:30,
2022-02-22 09:56:45,
2022-02-22 09:57:00,
2022-02-22 09:57:15,
2022-02-22 09:57:30,
2022-02-22 09:57:45,
2022-02-22 09:58:00,
2022-02-22 09:58:15,
2022-02-22 09:58:30,
2022-02-22 09:58:45,
2022-02-22 09:59:00,
2022-02-22 09:59:15,
2022-02-22 09:59:30,
2022-02-22 09:59:45,
2022-02-22 10:00:00,
2022-02-22 10:00:15,
2022-02-22 10:00:30,
2022-02-22 10:00:45,
2022-02-22 10:01:00,
2022-02-22 10:01:15,
2022-02-22 10:01:30,
2022-02-22 10:01:45,
2022-02-22 10:02:00,
2022-02-22 10:02:15,
2022-02-22 10:02:30,
2022-02-22 10:02:45,
2022-02-22 10:03:00,
2022-02-22 10:03:15,
2022-02-22 10:03:30,
2022-02-22 10:03:45,
2022-02-22 10:04:00,
2022-02-22 10:04:15,
2022-02-22 10:04:30,
2022-02-22 10:04:45,
2022-02-22 10:05:00,
2022-02-22 10:05:15,
2022-02-22 10:05:30,
2022-02-22 10:05:45,
2022-02-22 10:06:00,
2022-02-22 10:06:15,
2022-02-22 10:06:30,
2022-02-22 10:06:45,
2022-02-22 10:07:00,
2022-02-22 10:07:15,
2022-02-22 10:07:30,
2022-02-22 10:07:45,
2022-02-22 10:08:00,
2022-02-22 10:08:15,
2022-02-22 10:08:30,
2022-02-22 10:08:45,
2022-02-22 10:09:00,
2022-02-22 10:09:15,
2022-02-22 10:09:30,
2022-02-22 10:09:45,
2022-02-22 10:10:00,
2022-02-22 10:10:15,
2022-02-22 10:10:30,
2022-02-22 10:10:45,
2022-02-22 10:11:00,
2022-02-22 10:11:15,
2022-02-22 10:11:30,
2022-02-22 10:11:45,
2022-02-22 10:12:00,
2022-02-22 10:12:15,
2022-02-22 10:12:30,
2022-02-22 10:12:45,
2022-02-22 10:13:00,
2022-02-22 10:13:15,
2022-02-22 10:13:30,
2022-02-22 10:13:45,
2022-02-22 10:14:00,
2022-02-22 10:14:15,
2022-02-22 10:14:30,
2022-02-22 10:14:45,
2022-02-22 10:15:00,
2022-02-22 10:15:15,
2022-02-22 10:15:30,
2022-02-22 10:15:45,
2022-02-22 10:16:00,
2022-02-22 10:16:15,
2022-02-22 10:16:30,
2022-02-22 10:16:45,
2022-02-22 10:17:00,
2022-02-22 10:17:15,
2022-02-22 10:17:30,
2022-02-22 10:17:45,
2022-02-22 10:18:00,
2022-02-22 10:18:15,
2022-02-22 10:18:30,
2022-02-22 10:18:45,
2022-02-22 10:19:00,
2022-02-22 10:19:15,
2022-02-22 10:19:30,
2022-02-22 10:19:45,
2022-02-22 10:20:00,
2022-02-22 10:20:15,
2022-02-22 10:20:30,
2022-02-22 10:20:45,
2022-02-22 10:21:00,
2022-02-22 10:21:15,
2022-02-22 10:21:30,
2022-02-22 10:21:45,
2022-02-22 10:22:00,
2022-02-22 10:22:15,
2022-02-22 10:22:30,
2022-02-22 10:22:45,
2022-02-22 10:23:00,
2022-02-22 10:23:15,
2022-02-22 10:23:30,
2022-02-22 10:23:45,
2022-02-22 10:24:00,
2022-02-22 10:24:15,
2022-02-22 10:24:30,
2022-02-22 10:24:45,
2022-02-22 10:25:00,
2022-02-22 10:25:15,
2022-02-22 10:25:30,
2022-02-22 10:25:45,
2022-02-22 10:26:00,
2022-02-22 10:26:15,
2022-02-22 10:26:30,
2022-02-22 10:26:45,
2022-02-22 10:27:00,
2022-02-22 10:27:15,
2022-02-22 10:27:30,
2022-02-22 10:27:45,
2022-02-22 10:28:00,
2022-02-22 10:28:15,
2022-02-22 10:28:30,
2022-02-22 10:28:45,
2022-02-22 10:29:00,
2022-02-22 10:29:15,
2022-02-22 10:29:30,
2022-02-22 10:29:45,
2022-02-22 10:30:00,
2022-02-22 10:30:15,
2022-02-22 10:30:30,
2022-02-22 10:30:45,
2022-02-22 10:31:00,
2022-02-22 10:31:15,
2022-02-22 10:31:30,
2022-02-22 10:31:45,
2022-02-22 10:32:00,
2022-02-22 10:32:15,
2022-02-22 10:32:30,
2022-02-22 10:32:45,
2022-02-22 10:33:00,
2022-02-22 10:33:15,
2022-02-22 10:33:30,
2022-02-22 10:33:45,
2022-02-22 10:34:00,
2022-02-22 10:34:15,
2022-02-22 10:34:30,
2022-02-22 10:34:45,
2022-02-22 10:35:00,
2022-02-22 10:35:15,
2022-02-22 10:35:30,
2022-02-22 10:35:45,
2022-02-22 10:36:00,
2022-02-22 10:36:15,
2022-02-22 10:36:30,
2022-02-22 10:36:45,
2022-02-22 10:37:00,
2022-02-22 10:37:15,
2022-02-22 10:37:30,
2022-02-22 10:37:45,
2022-02-22 10:38:00,
2022-02-22 10:38:15,
2022-02-22 10:38:30,
2022-02-22 10:38:45,
2022-02-22 10:39:00,
2022-02-22 10:39:15,
2022-02-22 10:39:30,
2022-02-22 10:39:45,
2022-02-22 10:40:00,
2022-02-22 10:40:15,
2022-02-22 10:40:30,
2022-02-22 10:40:45,
2022-02-22 10:41:00,
2022-02-22 10:41:15,
2022-02-22 10:41:30,
2022-02-22 10:41:45,
2022-02-22 10:42:00,
2022-02-22 10:42:15,
2022-02-22 10:42:30,
2022-02-22 10:42:45,
2022-02-22 10:43:00,
2022-02-22 10:43:15,5
2022-02-22 10:43:30,5
2022-02-22 10:43:45,5
2022-02-22 10:44:00,5
2022-02-22 10:44:15,5
2022-02-22 10:44:30,5
2022-02-22 10:44:45,5
2022-02-22 10:45:00,5
2022-02-22 10:45:15,5
2022-02-22 10:45:30,5
2022-02-22 10:45:45,5
2022-02-22 10:46:00,5
2022-02-22 10:46:15,5
2022-02-22 10:46:30,5
2022-02-22 10:46:45,5
2022-02-22 10:47:00,5
2022-02-22 10:47:15,5
2022-02-22 10:47:30,5
2022-02-22 10:47:45,5
2022-02-22 10:48:00,5
2022-02-22 10:48:15,6
2022-02-22 10:48:30,6
2022-02-22 10:48:45,6
2022-02-22 10:49:00,6
2022-02-22 10:49:15,8
2022-02-22 10:49:30,8
2022-02-22 10:49:45,8
2022-02-22 10:50:00,8
2022-02-22 10:50:15,8
2022-02-22 10:50:30,8
2022-02-22 10:50:45,8
2022-02-22 10:51:00,8
2022-02-22 10:51:15,8
2022-02-22 10:51:30,8
2022-02-22 10:51:45,8
2022-02-22 10:52:00,8
2022-02-22 10:52:15,8
2022-02-22 10:52:30,8
2022-02-22 10:52:45,8
2022-02-22 10:53:00,8
2022-02-22 10:53:15,8
2022-02-22 10:53:30,8
2022-02-22 10:53:45,8
2022-02-22 10:54:00,8
2022-02-22 10:54:15,8
2022-02-22 10:54:30,8
2022-02-22 10:54:45,8
2022-02-22 10:55:00,8
2022-02-22 10:55:15,8
2022-02-22 10:55:30,8
2022-02-22 10:55:45,8
2022-02-22 10:56:00,8
2022-02-22 10:56:15,7
2022-02-22 10:56:30,7
2022-02-22 10:56:45,7
2022-02-22 10:57:00,8
2022-02-22 10:57:15,8
2022-02-22 10:57:30,8
2022-02-22 10:57:45,8
2022-02-22 10:58:00,8
2022-02-22 10:58:15,8
2022-02-22 10:58:30,8
2022-02-22 10:58:45,8
2022-02-22 10:59:00,8
2022-02-22 10:59:15,8
2022-02-22 10:59:30,8
2022-02-22 10:59:45,8
2022-02-22 11:00:00,8
2022-02-22 11:00:15,8
2022-02-22 11:00:30,8
2022-02-22 11:00:45,8
2022-02-22 11:01:00,8
2022-02-22 11:01:15,8
2022-02-22 11:01:30,8
2022-02-22 11:01:45,8
2022-02-22 11:02:00,8
2022-02-22 11:02:15,8
2022-02-22 11:02:30,8
2022-02-22 11:02:45,8
2022-02-22 11:03:00,8
2022-02-22 11:03:15,8
2022-02-22 11:03:30,8
2022-02-22 11:03:45,8
2022-02-22 11:04:00,8
2022-02-22 11:04:15,8
2022-02-22 11:04:30,8
2022-02-22 11:04:45,8
2022-02-22 11:05:00,8
